population,time,deathsByAge,deathsByHunger,deathsByThirst,deathsByHunt,deathsTotal,births,speed,size,hungerDecreaseFactor,thirstDecreaseFactor,staminaDecreaseFactor,staminaIncreaseFactor,gestationDuration,durationBetweenPregnancies,fovRange,growIntoAdultDurationSeconds,expectedAge,maxSpeed,minSpeed,maxSize,minSize,species
0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
354,49,4,5,6,0,10,6,1.121805,1.280675,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
347,50,2,3,3,0,5,0,1.120497,1.28556,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
348,51,0,3,4,0,4,5,1.117846,1.297207,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
348,52,0,0,1,0,1,1,1.116641,1.300699,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
344,53,0,3,4,0,5,0,1.116326,1.305403,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
338,54,2,5,5,0,7,2,1.115368,1.312679,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
336,55,6,1,1,0,7,5,1.119079,1.310394,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
333,56,2,3,5,0,7,3,1.117837,1.31546,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
332,57,1,1,2,0,3,3,1.121881,1.315756,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
330,58,1,3,2,0,4,2,1.119825,1.317392,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
327,59,1,3,3,0,4,1,1.120743,1.320034,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
325,60,1,2,2,0,3,0,1.120667,1.320825,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
320,61,2,3,5,0,8,2,1.122299,1.325749,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
317,62,2,5,4,0,7,3,1.12358,1.329662,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
310,63,0,6,8,0,9,2,1.120161,1.336772,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
303,64,1,3,5,0,6,0,1.119181,1.343403,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
293,65,1,6,7,0,9,1,1.11475,1.348099,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
290,66,0,2,4,0,4,0,1.113165,1.348745,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
283,67,3,5,4,0,8,0,1.113624,1.354069,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
277,68,2,1,2,0,4,0,1.116153,1.363007,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
273,69,1,3,3,0,5,0,1.112459,1.364699,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
268,70,1,5,5,0,7,0,1.112544,1.364627,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
261,71,0,5,5,0,6,0,1.112799,1.36952,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
254,72,0,6,4,0,6,0,1.113697,1.37204,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
250,73,1,3,2,0,4,1,1.116525,1.375833,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
246,74,1,3,5,0,6,0,1.116698,1.379387,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
239,75,1,5,5,0,8,0,1.116155,1.384259,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
233,76,2,6,2,0,8,2,1.114678,1.386827,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
230,77,0,3,3,0,3,2,1.118086,1.392605,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
227,78,1,4,4,0,7,2,1.117977,1.401707,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
221,79,3,2,4,0,7,2,1.119881,1.416188,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
226,80,0,0,1,0,1,8,1.131016,1.430702,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
231,81,1,1,3,0,4,8,1.133507,1.44928,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
232,82,2,0,1,0,3,4,1.132027,1.453648,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
234,83,0,1,1,0,2,5,1.132526,1.459403,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
245,84,2,2,0,0,4,14,1.137549,1.465946,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
250,85,2,1,1,0,3,8,1.142194,1.467237,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
253,86,0,3,1,0,3,6,1.13632,1.477391,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
251,87,2,0,1,0,3,2,1.13507,1.487014,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
257,88,2,0,1,0,3,8,1.133979,1.501418,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
258,89,1,2,2,0,3,5,1.137573,1.508414,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
261,90,2,3,2,0,6,8,1.141758,1.515609,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
267,91,3,0,0,0,3,10,1.138105,1.519658,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
273,92,0,1,1,0,1,7,1.132229,1.521903,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
280,93,1,3,3,0,4,10,1.133248,1.536041,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
280,94,1,5,3,0,6,7,1.137221,1.550619,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
277,95,0,5,4,0,5,2,1.133781,1.556437,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
283,96,0,1,1,0,1,7,1.13093,1.56206,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
282,97,3,1,1,0,4,3,1.128602,1.570961,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
285,98,2,1,1,0,3,4,1.129529,1.57546,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
281,99,3,2,1,0,5,2,1.130555,1.577457,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
282,100,1,3,4,0,5,5,1.127325,1.582322,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
284,101,1,1,1,0,2,6,1.121299,1.587162,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
287,102,2,1,0,0,3,5,1.126522,1.591817,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
286,103,2,1,1,0,3,3,1.126463,1.600264,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
288,104,0,1,1,0,1,3,1.125019,1.602129,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
283,105,3,2,1,0,5,0,1.124197,1.607498,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
280,106,4,3,2,0,7,1,1.122634,1.613068,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
279,107,1,0,0,0,1,3,1.119473,1.615791,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
278,108,2,1,2,0,5,4,1.117254,1.617493,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
276,109,2,1,2,0,4,1,1.116361,1.618862,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
277,110,0,1,1,0,1,2,1.113711,1.6157,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
274,111,3,2,1,0,5,1,1.11217,1.621552,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
270,112,2,1,1,0,3,1,1.114815,1.631776,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
272,113,1,1,1,0,2,3,1.114886,1.636226,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
271,114,2,0,0,0,2,2,1.106717,1.638705,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
266,115,2,5,4,0,7,2,1.107435,1.64107,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
266,116,1,1,1,0,2,1,1.109304,1.643911,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
260,117,4,3,3,0,7,1,1.104465,1.652656,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
258,118,0,3,1,0,3,1,1.098399,1.653479,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
255,119,0,3,1,0,3,1,1.101401,1.662773,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
253,120,2,2,2,0,4,1,1.096721,1.66455,0.33,0.29,4,1,3,3,30,17,750,5,0.1,3,0.1,Deer
0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
