population,time,deathsByAge,deathsByHunger,deathsByThirst,deathsByHunt,deathsTotal,births,speed,size,hungerDecreaseFactor,thirstDecreaseFactor,staminaDecreaseFactor,gestationDuration,durationBetweenPregnancies,fovRange,growIntoAdultDurationSeconds,expectedAge,species
0,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
184,1067,3,0,0,0,3,0,1.622874,2.56044,0.33,0.29,4,3,3,30,17,750,Deer
182,1068,0,1,0,0,1,0,1.624605,2.566244,0.33,0.29,4,3,3,30,17,750,Deer
180,1069,4,0,0,0,4,1,1.629322,2.566472,0.33,0.29,4,3,3,30,17,750,Deer
178,1070,2,1,0,0,3,0,1.631102,2.571099,0.33,0.29,4,3,3,30,17,750,Deer
176,1071,1,0,0,0,1,0,1.631893,2.57342,0.33,0.29,4,3,3,30,17,750,Deer
175,1072,2,1,1,0,3,3,1.633747,2.565858,0.33,0.29,4,3,3,30,17,750,Deer
176,1073,3,0,0,0,3,4,1.635777,2.556437,0.33,0.29,4,3,3,30,17,750,Deer
173,1074,1,2,2,0,4,0,1.643253,2.548962,0.33,0.29,4,3,3,30,17,750,Deer
171,1075,1,1,0,0,2,1,1.644135,2.554972,0.33,0.29,4,3,3,30,17,750,Deer
170,1076,1,1,0,0,2,1,1.647484,2.560872,0.33,0.29,4,3,3,30,17,750,Deer
169,1077,1,5,0,0,6,3,1.661482,2.565794,0.33,0.29,4,3,3,30,17,750,Deer
168,1078,2,1,1,0,4,4,1.668675,2.572138,0.33,0.29,4,3,3,30,17,750,Deer
0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
168,1079,1,2,2,0,4,5,1.697485,2.570915,0.33,0.29,4,3,3,30,17,750,Deer
182,1080,0,0,0,0,0,14,1.713513,2.567087,0.33,0.29,4,3,3,30,17,750,Deer
190,1081,1,0,1,0,2,9,1.736121,2.568643,0.33,0.29,4,3,3,30,17,750,Deer
197,1082,2,1,1,0,3,11,1.755863,2.573498,0.33,0.29,4,3,3,30,17,750,Deer
213,1083,1,0,0,0,1,17,1.747391,2.556629,0.33,0.29,4,3,3,30,17,750,Deer
220,1084,4,0,0,0,4,10,1.760757,2.551711,0.33,0.29,4,3,3,30,17,750,Deer
227,1085,1,0,0,0,1,8,1.745241,2.556155,0.33,0.29,4,3,3,30,17,750,Deer
237,1086,4,1,0,0,5,16,1.729821,2.556927,0.33,0.29,4,3,3,30,17,750,Deer
247,1087,0,0,0,0,0,9,1.724191,2.550447,0.33,0.29,4,3,3,30,17,750,Deer
254,1088,6,1,0,0,7,12,1.726281,2.53155,0.33,0.29,4,3,3,30,17,750,Deer
255,1089,2,1,0,0,3,4,1.728436,2.542762,0.33,0.29,4,3,3,30,17,750,Deer
252,1090,3,0,0,0,3,1,1.725704,2.542468,0.33,0.29,4,3,3,30,17,750,Deer
0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
252,1091,1,1,0,0,2,3,1.711151,2.540712,0.33,0.29,4,3,3,30,17,750,Deer
246,1092,5,3,0,0,8,1,1.720621,2.537534,0.33,0.29,4,3,3,30,17,750,Deer
247,1093,0,0,1,0,1,3,1.710811,2.532309,0.33,0.29,4,3,3,30,17,750,Deer
249,1094,2,2,1,0,4,4,1.703308,2.536053,0.33,0.29,4,3,3,30,17,750,Deer
245,1095,4,1,1,0,5,1,1.706928,2.533455,0.33,0.29,4,3,3,30,17,750,Deer
250,1096,0,1,0,0,1,8,1.701935,2.528898,0.33,0.29,4,3,3,30,17,750,Deer
256,1097,1,1,0,0,2,8,1.701894,2.533311,0.33,0.29,4,3,3,30,17,750,Deer
257,1098,0,1,0,0,1,2,1.698103,2.532133,0.33,0.29,4,3,3,30,17,750,Deer
258,1099,0,0,0,0,0,1,1.699269,2.533288,0.33,0.29,4,3,3,30,17,750,Deer
256,1100,4,2,0,0,6,2,1.696493,2.535332,0.33,0.29,4,3,3,30,17,750,Deer
256,1101,1,0,0,0,1,2,1.692355,2.536574,0.33,0.29,4,3,3,30,17,750,Deer
257,1102,0,0,0,0,0,2,1.690542,2.537367,0.33,0.29,4,3,3,30,17,750,Deer
0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
257,1103,4,0,0,0,4,4,1.688405,2.528769,0.33,0.29,4,3,3,30,17,750,Deer
260,1104,1,0,0,0,1,4,1.695769,2.520992,0.33,0.29,4,3,3,30,17,750,Deer
267,1105,0,0,0,0,0,7,1.687807,2.524609,0.33,0.29,4,3,3,30,17,750,Deer
265,1106,4,1,1,0,5,2,1.68427,2.523725,0.33,0.29,4,3,3,30,17,750,Deer
266,1107,2,2,0,0,4,5,1.673338,2.520651,0.33,0.29,4,3,3,30,17,750,Deer
265,1108,1,0,0,0,1,1,1.669476,2.517423,0.33,0.29,4,3,3,30,17,750,Deer
269,1109,0,0,0,0,0,4,1.661452,2.518131,0.33,0.29,4,3,3,30,17,750,Deer
276,1110,1,0,0,0,1,8,1.660373,2.517203,0.33,0.29,4,3,3,30,17,750,Deer
275,1111,2,0,0,0,2,1,1.655225,2.513073,0.33,0.29,4,3,3,30,17,750,Deer
276,1112,1,0,0,0,1,2,1.651784,2.510247,0.33,0.29,4,3,3,30,17,750,Deer
274,1113,2,0,0,0,2,0,1.648859,2.507205,0.33,0.29,4,3,3,30,17,750,Deer
0,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
271,1114,3,0,0,0,3,0,1.648095,2.507376,0.33,0.29,4,3,3,30,17,750,Deer
274,1115,4,0,0,0,4,6,1.642885,2.510687,0.33,0.29,4,3,3,30,17,750,Deer
274,1116,3,0,0,0,3,3,1.632854,2.507779,0.33,0.29,4,3,3,30,17,750,Deer
277,1117,0,0,0,0,0,4,1.631363,2.510242,0.33,0.29,4,3,3,30,17,750,Deer
278,1118,1,0,0,0,1,2,1.625323,2.510797,0.33,0.29,4,3,3,30,17,750,Deer
283,1119,1,0,0,0,1,6,1.623587,2.512076,0.33,0.29,4,3,3,30,17,750,Deer
286,1120,7,0,0,0,7,6,1.617443,2.509309,0.33,0.29,4,3,3,30,17,750,Deer
279,1121,4,0,0,0,4,1,1.611238,2.509986,0.33,0.29,4,3,3,30,17,750,Deer
281,1122,0,0,0,0,0,2,1.610198,2.506,0.33,0.29,4,3,3,30,17,750,Deer
286,1123,1,0,0,0,1,6,1.613188,2.497432,0.33,0.29,4,3,3,30,17,750,Deer
291,1124,0,0,0,0,0,5,1.60924,2.498328,0.33,0.29,4,3,3,30,17,750,Deer
290,1125,1,1,0,0,2,1,1.612832,2.498011,0.33,0.29,4,3,3,30,17,750,Deer
0,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
293,1126,3,0,0,0,3,5,1.620037,2.502197,0.33,0.29,4,3,3,30,17,750,Deer
296,1127,4,0,0,0,4,6,1.612114,2.496346,0.33,0.29,4,3,3,30,17,750,Deer
293,1128,2,0,0,0,2,1,1.609376,2.493293,0.33,0.29,4,3,3,30,17,750,Deer
296,1129,1,1,0,0,2,4,1.618616,2.494265,0.33,0.29,4,3,3,30,17,750,Deer
297,1130,2,0,0,0,2,4,1.612343,2.494527,0.33,0.29,4,3,3,30,17,750,Deer
296,1131,2,0,0,0,2,1,1.612366,2.498974,0.33,0.29,4,3,3,30,17,750,Deer
296,1132,3,0,0,0,3,2,1.622756,2.49565,0.33,0.29,4,3,3,30,17,750,Deer
297,1133,2,0,0,0,2,4,1.619675,2.491786,0.33,0.29,4,3,3,30,17,750,Deer
299,1134,1,0,0,0,1,3,1.628175,2.49438,0.33,0.29,4,3,3,30,17,750,Deer
302,1135,3,1,1,0,4,6,1.624752,2.491062,0.33,0.29,4,3,3,30,17,750,Deer
305,1136,0,0,1,0,1,5,1.62284,2.492812,0.33,0.29,4,3,3,30,17,750,Deer
0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
305,1137,2,1,0,0,3,2,1.618136,2.489819,0.33,0.29,4,3,3,30,17,750,Deer
306,1138,1,0,0,0,1,2,1.617937,2.490415,0.33,0.29,4,3,3,30,17,750,Deer
306,1139,1,0,0,0,1,1,1.622452,2.491301,0.33,0.29,4,3,3,30,17,750,Deer
303,1140,2,0,0,0,2,0,1.620074,2.488365,0.33,0.29,4,3,3,30,17,750,Deer
304,1141,2,0,0,0,2,3,1.616502,2.48823,0.33,0.29,4,3,3,30,17,750,Deer
305,1142,3,0,0,0,3,3,1.612593,2.489201,0.33,0.29,4,3,3,30,17,750,Deer
300,1143,2,2,1,0,4,0,1.610584,2.491163,0.33,0.29,4,3,3,30,17,750,Deer
299,1144,1,0,0,0,1,0,1.611441,2.494549,0.33,0.29,4,3,3,30,17,750,Deer
298,1145,2,0,0,0,2,1,1.617373,2.491332,0.33,0.29,4,3,3,30,17,750,Deer
299,1146,1,0,0,0,1,2,1.615492,2.490739,0.33,0.29,4,3,3,30,17,750,Deer
302,1147,2,0,0,0,2,5,1.620735,2.491288,0.33,0.29,4,3,3,30,17,750,Deer
302,1148,0,0,0,0,0,0,1.620735,2.491288,0.33,0.29,4,3,3,30,17,750,Deer
0,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
304,1149,5,0,0,0,5,6,1.628058,2.491391,0.33,0.29,4,3,3,30,17,750,Deer
306,1150,1,0,0,0,1,4,1.632176,2.490597,0.33,0.29,4,3,3,30,17,750,Deer
307,1151,1,0,0,0,1,2,1.630111,2.493233,0.33,0.29,4,3,3,30,17,750,Deer
304,1152,4,0,0,0,4,0,1.633786,2.493655,0.33,0.29,4,3,3,30,17,750,Deer
300,1153,3,0,0,0,3,0,1.636045,2.494505,0.33,0.29,4,3,3,30,17,750,Deer
297,1154,5,1,1,0,6,3,1.627406,2.496754,0.33,0.29,4,3,3,30,17,750,Deer
297,1155,3,0,0,0,3,3,1.633379,2.494661,0.33,0.29,4,3,3,30,17,750,Deer
303,1156,2,0,0,0,2,7,1.638909,2.491745,0.33,0.29,4,3,3,30,17,750,Deer
300,1157,4,0,0,0,4,1,1.641967,2.497936,0.33,0.29,4,3,3,30,17,750,Deer
305,1158,1,0,0,0,1,7,1.634737,2.501558,0.33,0.29,4,3,3,30,17,750,Deer
310,1159,3,0,0,0,3,8,1.631714,2.504692,0.33,0.29,4,3,3,30,17,750,Deer
312,1160,2,0,0,0,2,4,1.628605,2.507924,0.33,0.29,4,3,3,30,17,750,Deer
0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
315,1161,1,0,0,0,1,4,1.627232,2.507177,0.33,0.29,4,3,3,30,17,750,Deer
318,1162,2,1,0,0,3,4,1.631569,2.508157,0.33,0.29,4,3,3,30,17,750,Deer
319,1163,4,0,0,0,4,7,1.637286,2.50668,0.33,0.29,4,3,3,30,17,750,Deer
323,1164,0,0,0,0,0,4,1.639415,2.505004,0.33,0.29,4,3,3,30,17,750,Deer
328,1165,5,0,0,0,5,7,1.637759,2.510158,0.33,0.29,4,3,3,30,17,750,Deer
325,1166,2,0,0,0,2,1,1.634716,2.514191,0.33,0.29,4,3,3,30,17,750,Deer
330,1167,3,0,0,0,3,6,1.631162,2.511074,0.33,0.29,4,3,3,30,17,750,Deer
328,1168,2,0,0,0,2,1,1.626921,2.514194,0.33,0.29,4,3,3,30,17,750,Deer
329,1169,0,1,0,0,1,4,1.616586,2.515526,0.33,0.29,4,3,3,30,17,750,Deer
335,1170,1,3,0,0,4,9,1.641652,2.522556,0.33,0.29,4,3,3,30,17,750,Deer
333,1171,5,0,0,0,5,2,1.645395,2.521838,0.33,0.29,4,3,3,30,17,750,Deer
332,1172,3,0,0,0,3,1,1.645712,2.522434,0.33,0.29,4,3,3,30,17,750,Deer
0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
326,1173,3,1,1,0,5,1,1.641662,2.527675,0.33,0.29,4,3,3,30,17,750,Deer
329,1174,1,0,0,0,1,3,1.639329,2.528959,0.33,0.29,4,3,3,30,17,750,Deer
327,1175,1,1,0,0,2,1,1.647135,2.533317,0.33,0.29,4,3,3,30,17,750,Deer
327,1176,0,0,0,0,0,0,1.647135,2.533317,0.33,0.29,4,3,3,30,17,750,Deer
326,1177,3,0,1,0,4,1,1.651236,2.535278,0.33,0.29,4,3,3,30,17,750,Deer
325,1178,2,0,0,0,2,3,1.659305,2.534322,0.33,0.29,4,3,3,30,17,750,Deer
327,1179,3,0,0,0,3,5,1.646479,2.533911,0.33,0.29,4,3,3,30,17,750,Deer
328,1180,2,0,0,0,2,3,1.644525,2.532607,0.33,0.29,4,3,3,30,17,750,Deer
326,1181,2,0,0,0,2,0,1.642192,2.53101,0.33,0.29,4,3,3,30,17,750,Deer
323,1182,5,1,0,0,6,2,1.643616,2.534403,0.33,0.29,4,3,3,30,17,750,Deer
320,1183,3,0,0,0,3,0,1.644266,2.531165,0.33,0.29,4,3,3,30,17,750,Deer
0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
317,1184,2,1,1,0,3,0,1.644392,2.533444,0.33,0.29,4,3,3,30,17,750,Deer
312,1185,4,1,0,0,5,0,1.643178,2.532576,0.33,0.29,4,3,3,30,17,750,Deer
308,1186,4,0,0,0,4,1,1.646669,2.531449,0.33,0.29,4,3,3,30,17,750,Deer
306,1187,0,1,1,0,2,0,1.645743,2.531186,0.33,0.29,4,3,3,30,17,750,Deer
305,1188,0,1,0,0,1,0,1.647572,2.532455,0.33,0.29,4,3,3,30,17,750,Deer
302,1189,1,2,0,0,3,0,1.654944,2.53546,0.33,0.29,4,3,3,30,17,750,Deer
301,1190,2,0,0,0,2,0,1.65565,2.537268,0.33,0.29,4,3,3,30,17,750,Deer
296,1191,1,3,0,0,4,0,1.664134,2.54372,0.33,0.29,4,3,3,30,17,750,Deer
297,1192,0,0,0,0,0,1,1.665623,2.545257,0.33,0.29,4,3,3,30,17,750,Deer
296,1193,2,0,1,0,3,0,1.664097,2.54747,0.33,0.29,4,3,3,30,17,750,Deer
292,1194,2,0,0,0,2,0,1.665785,2.549961,0.33,0.29,4,3,3,30,17,750,Deer
289,1195,4,1,2,0,6,1,1.662029,2.550042,0.33,0.29,4,3,3,30,17,750,Deer
0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
287,1196,0,0,0,0,0,0,1.665422,2.55052,0.33,0.29,4,3,3,30,17,750,Deer
283,1197,5,0,0,0,5,0,1.664097,2.548911,0.33,0.29,4,3,3,30,17,750,Deer
280,1198,3,0,0,0,3,0,1.664956,2.546253,0.33,0.29,4,3,3,30,17,750,Deer
277,1199,4,0,0,0,4,0,1.662949,2.546246,0.33,0.29,4,3,3,30,17,750,Deer
272,1200,3,0,0,0,3,0,1.674842,2.546842,0.33,0.29,4,3,3,30,17,750,Deer
270,1201,2,0,0,0,2,0,1.678777,2.548044,0.33,0.29,4,3,3,30,17,750,Deer
267,1202,2,3,1,0,5,0,1.678481,2.557411,0.33,0.29,4,3,3,30,17,750,Deer
261,1203,3,1,1,0,4,0,1.675012,2.559393,0.33,0.29,4,3,3,30,17,750,Deer
255,1204,7,0,0,0,7,0,1.673577,2.55775,0.33,0.29,4,3,3,30,17,750,Deer
252,1205,3,1,1,0,4,0,1.672795,2.556472,0.33,0.29,4,3,3,30,17,750,Deer
248,1206,2,1,0,0,3,0,1.668962,2.559606,0.33,0.29,4,3,3,30,17,750,Deer
247,1207,0,1,0,0,1,0,1.664441,2.557823,0.33,0.29,4,3,3,30,17,750,Deer
0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear
243,1208,2,1,0,0,3,0,1.669552,2.560265,0.33,0.29,4,3,3,30,17,750,Deer
241,1209,4,0,0,0,4,0,1.676504,2.562137,0.33,0.29,4,3,3,30,17,750,Deer
237,1210,2,1,0,0,3,0,1.676474,2.558471,0.33,0.29,4,3,3,30,17,750,Deer
235,1211,1,0,0,0,1,0,1.673273,2.559477,0.33,0.29,4,3,3,30,17,750,Deer
231,1212,3,1,1,0,4,0,1.674212,2.563223,0.33,0.29,4,3,3,30,17,750,Deer
229,1213,3,0,0,0,3,0,1.666199,2.56219,0.33,0.29,4,3,3,30,17,750,Deer
226,1214,3,0,0,0,3,0,1.6627,2.564273,0.33,0.29,4,3,3,30,17,750,Deer
