population,time,speed,maxHealth,maxHunger,maxThirst,maxStamina,maxReproductiveSatisfaction,fovRange,matingCooldownSeconds,reproductionTimeSeconds,growIntoAdultDurationSeconds,expectedAge,species
8,141,1.003844,202.3415,783.4172,810.0996,10.7766,841.6731,30.96497,61.63345,4.968682,29.61212,782.9293,Bear
8,142,1.003844,202.3415,783.4172,810.0996,10.7766,841.6731,30.96497,61.63345,4.968682,29.61212,782.9293,Bear
8,143,1.003844,202.3415,783.4172,810.0996,10.7766,841.6731,30.96497,61.63345,4.968682,29.61212,782.9293,Bear
8,144,1.003844,202.3415,783.4172,810.0996,10.7766,841.6731,30.96497,61.63345,4.968682,29.61212,782.9293,Bear
22,145,1.629706,168.9989,161.8776,322.3327,6.747744,59.08502,35.58788,18.3624,6.79832,15.73963,917.9253,Deer
22,146,1.574485,170.2104,165.0744,314.9971,6.647416,58.36014,35.07409,18.37412,6.742467,15.79697,904.6973,Deer
22,147,1.574485,170.2104,165.0744,314.9971,6.647416,58.36014,35.07409,18.37412,6.742467,15.79697,904.6973,Deer
22,148,1.574485,170.2104,165.0744,314.9971,6.647416,58.36014,35.07409,18.37412,6.742467,15.79697,904.6973,Deer
21,149,1.575945,169.8361,164.3945,319.3401,6.687523,58.56529,35.20041,18.36739,6.765525,15.84725,912.7192,Deer
21,150,1.575945,169.8361,164.3945,319.3401,6.687523,58.56529,35.20041,18.36739,6.765525,15.84725,912.7192,Deer
22,151,1.542798,168.4049,166.2597,315.8274,6.824839,57.36448,35.52693,18.42221,6.677285,15.83433,917.3599,Deer
27,152,1.517395,158.4387,163.977,319.3684,6.729599,53.26608,35.64506,18.89107,6.622051,14.9281,933.4326,Deer
30,153,1.477319,156.622,166.7429,317.1337,6.699732,53.34236,35.42452,18.83397,6.396248,14.65937,937.488,Deer
31,154,1.471681,155.2354,166.2407,316.7452,6.695844,53.45175,35.36782,18.72953,6.385338,14.50906,953.3287,Deer
31,155,1.471681,155.2354,166.2407,316.7452,6.695844,53.45175,35.36782,18.72953,6.385338,14.50906,953.3287,Deer
34,156,1.512424,154.9654,164.3874,328.5804,6.689219,54.76089,35.93899,18.93327,6.58123,14.56114,941.2936,Deer
7,145,0.9773458,197.4103,778.347,812.687,11.00703,825.9749,30.07895,63.02502,4.951784,30.13892,791.3809,Bear
7,146,0.9773458,197.4103,778.347,812.687,11.00703,825.9749,30.07895,63.02502,4.951784,30.13892,791.3809,Bear
7,147,0.9773458,197.4103,778.347,812.687,11.00703,825.9749,30.07895,63.02502,4.951784,30.13892,791.3809,Bear
7,148,0.9773458,197.4103,778.347,812.687,11.00703,825.9749,30.07895,63.02502,4.951784,30.13892,791.3809,Bear
7,149,0.9773458,197.4103,778.347,812.687,11.00703,825.9749,30.07895,63.02502,4.951784,30.13892,791.3809,Bear
7,150,0.9773458,197.4103,778.347,812.687,11.00703,825.9749,30.07895,63.02502,4.951784,30.13892,791.3809,Bear
6,151,0.9751175,197.5514,780.5666,798.8954,10.84653,859.6483,30.47616,65.97025,5.007676,29.07018,792.9697,Bear
6,152,0.9751175,197.5514,780.5666,798.8954,10.84653,859.6483,30.47616,65.97025,5.007676,29.07018,792.9697,Bear
6,153,0.9751175,197.5514,780.5666,798.8954,10.84653,859.6483,30.47616,65.97025,5.007676,29.07018,792.9697,Bear
6,154,0.9751175,197.5514,780.5666,798.8954,10.84653,859.6483,30.47616,65.97025,5.007676,29.07018,792.9697,Bear
6,155,0.9751175,197.5514,780.5666,798.8954,10.84653,859.6483,30.47616,65.97025,5.007676,29.07018,792.9697,Bear
6,156,0.9751175,197.5514,780.5666,798.8954,10.84653,859.6483,30.47616,65.97025,5.007676,29.07018,792.9697,Bear
37,157,1.504409,155.7259,161.8139,325.8218,6.706195,54.32666,36.10884,19.07361,6.689053,14.62623,927.6411,Deer
41,158,1.50057,156.6659,161.0889,323.4363,6.609958,53.65848,36.40435,18.83523,6.696225,14.72521,920.0732,Deer
42,159,1.501584,155.493,160.9752,326.0637,6.557245,53.67136,36.16764,18.65488,6.677346,14.65618,930.894,Deer
43,160,1.499255,155.322,161.6644,327.5119,6.494248,53.72937,35.92412,18.6418,6.638252,14.59276,932.2858,Deer
46,161,1.486618,156.2838,162.5466,323.2936,6.517365,53.4929,36.12564,18.55236,6.586573,14.3441,943.1531,Deer
52,162,1.460852,155.1413,164.2548,320.8441,6.452632,51.82052,36.60186,18.6851,6.601115,14.1387,933.5318,Deer
54,163,1.482796,156.0242,163.0002,322.3044,6.419191,51.71917,36.51315,18.36861,6.629573,14.12102,939.9357,Deer
54,164,1.482796,156.0242,163.0002,322.3044,6.419191,51.71917,36.51315,18.36861,6.629573,14.12102,939.9357,Deer
57,165,1.46689,157.2162,164.3938,316.8867,6.343399,51.53525,36.33144,18.33434,6.557144,13.94989,954.2739,Deer
62,166,1.441598,157.1687,162.3191,312.5275,6.400403,50.58792,35.87309,18.47721,6.654008,13.93896,945.8621,Deer
66,167,1.440397,157.2124,162.4642,311.896,6.410701,50.02645,36.1969,18.62433,6.753829,13.85237,935.9573,Deer
67,168,1.43703,156.9971,163.0739,312.104,6.402546,49.82929,36.20916,18.61987,6.738607,13.81757,934.6667,Deer
5,157,0.9749123,203.088,742.205,805.942,10.65621,852.8027,30.10709,66.43985,5.110005,29.11515,791.363,Bear
5,158,0.9749123,203.088,742.205,805.942,10.65621,852.8027,30.10709,66.43985,5.110005,29.11515,791.363,Bear
5,159,0.9749123,203.088,742.205,805.942,10.65621,852.8027,30.10709,66.43985,5.110005,29.11515,791.363,Bear
5,160,0.9749123,203.088,742.205,805.942,10.65621,852.8027,30.10709,66.43985,5.110005,29.11515,791.363,Bear
5,161,0.9749123,203.088,742.205,805.942,10.65621,852.8027,30.10709,66.43985,5.110005,29.11515,791.363,Bear
5,162,0.9749123,203.088,742.205,805.942,10.65621,852.8027,30.10709,66.43985,5.110005,29.11515,791.363,Bear
4,163,1.017787,197.3549,758.9889,778.8229,10.95879,858.2565,28.62868,66.32423,5.006915,27.97933,769.895,Bear
4,164,1.017787,197.3549,758.9889,778.8229,10.95879,858.2565,28.62868,66.32423,5.006915,27.97933,769.895,Bear
4,165,1.017787,197.3549,758.9889,778.8229,10.95879,858.2565,28.62868,66.32423,5.006915,27.97933,769.895,Bear
4,166,1.017787,197.3549,758.9889,778.8229,10.95879,858.2565,28.62868,66.32423,5.006915,27.97933,769.895,Bear
4,167,1.017787,197.3549,758.9889,778.8229,10.95879,858.2565,28.62868,66.32423,5.006915,27.97933,769.895,Bear
4,168,1.017787,197.3549,758.9889,778.8229,10.95879,858.2565,28.62868,66.32423,5.006915,27.97933,769.895,Bear
67,169,1.43703,156.9971,163.0739,312.104,6.402546,49.82929,36.20916,18.61987,6.738607,13.81757,934.6667,Deer
69,170,1.444814,158.2155,162.1049,313.0848,6.370635,50.06604,36.35014,18.53559,6.808873,13.90576,933.3495,Deer
76,171,1.435591,156.616,163.5715,311.0383,6.428628,51.18636,35.92214,18.71708,6.842271,13.8839,924.5377,Deer
84,172,1.405219,156.2931,165.1678,307.0041,6.456773,50.30936,35.804,18.84754,6.8253,13.55863,907.4041,Deer
92,173,1.386349,154.4452,165.3584,307.7081,6.35985,49.64649,35.9972,18.92062,6.839607,13.41131,906.007,Deer
91,174,1.38891,154.459,165.0578,309.0544,6.354495,49.80291,35.97312,18.87457,6.857707,13.40449,907.9811,Deer
100,175,1.393543,154.662,165.6561,309.2433,6.424144,49.62946,36.45184,18.80472,6.796339,13.2339,915.5871,Deer
112,176,1.37342,152.2022,166.8964,305.9225,6.5619,49.14396,36.64606,18.70002,6.789489,12.98424,908.9728,Deer
124,177,1.360026,150.8558,166.7202,307.5716,6.428512,49.44985,36.89111,18.58006,6.823471,12.86012,912.2831,Deer
125,178,1.368466,151.113,166.6277,307.9172,6.417614,49.63712,36.83846,18.53794,6.831854,12.89447,911.7311,Deer
128,179,1.374872,151.0659,166.0044,309.3651,6.375642,49.48729,36.9062,18.45964,6.838946,12.80737,905.859,Deer
166,180,1.427337,150.1522,166.9001,322.9224,6.608001,49.40555,36.16764,18.83412,7.046605,12.95659,866.1525,Deer
4,169,1.017787,197.3549,758.9889,778.8229,10.95879,858.2565,28.62868,66.32423,5.006915,27.97933,769.895,Bear
4,170,1.017787,197.3549,758.9889,778.8229,10.95879,858.2565,28.62868,66.32423,5.006915,27.97933,769.895,Bear
4,171,1.017787,197.3549,758.9889,778.8229,10.95879,858.2565,28.62868,66.32423,5.006915,27.97933,769.895,Bear
3,172,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,173,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,174,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,175,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,176,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,177,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,178,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,179,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,180,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
176,181,1.414826,150.9277,166.7929,321.9098,6.633795,48.98509,36.3116,18.81037,7.089429,12.98743,861.7099,Deer
188,182,1.388864,151.1251,166.3903,319.3799,6.519195,48.66954,36.2159,18.66983,7.184529,12.81186,853.7191,Deer
190,183,1.378558,150.7194,166.9162,319.1175,6.520069,48.25114,36.09103,18.65192,7.185949,12.72185,849.5066,Deer
194,184,1.38985,151.9119,167.3537,319.02,6.51098,48.4602,36.06586,18.52291,7.141131,12.71769,854.7273,Deer
201,185,1.393226,151.6251,167.7967,316.8407,6.47943,48.42892,36.04374,18.50951,7.141391,12.73961,851.8469,Deer
217,186,1.395665,151.4809,167.9753,313.4298,6.461311,48.93197,36.1944,18.41161,7.122131,12.89133,849.7406,Deer
236,187,1.412276,151.7694,169.8722,318.0526,6.314915,49.61844,36.17355,18.243,6.986479,12.98059,868.2498,Deer
246,188,1.418533,153.3702,169.4766,321.9679,6.327924,49.85128,36.51499,18.34426,7.032651,13.12489,860.4209,Deer
249,189,1.418577,153.0354,169.3235,321.8589,6.34975,49.87863,36.44326,18.37058,7.039687,13.11119,857.8847,Deer
247,190,1.421806,153.4923,169.5603,323.2498,6.340873,50.05487,36.54462,18.30208,7.041382,13.12054,857.7444,Deer
256,191,1.431733,153.6496,169.1605,324.813,6.355693,50.03011,36.55952,18.32128,7.085769,13.19044,857.1794,Deer
267,192,1.444057,152.9174,167.9428,327.1715,6.36836,50.45,36.36336,18.36635,7.125145,13.23356,857.2565,Deer
3,181,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,182,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,183,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,184,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
3,185,1.096315,207.0164,768.8771,807.2283,11.05445,860.2959,30.24712,67.1754,4.471352,25.1003,850.6815,Bear
2,186,1.201244,200.109,846.5383,831.5231,11.60322,790.4438,30.80822,64.80988,4.770846,24.20562,824.7968,Bear
2,187,1.201244,200.109,846.5383,831.5231,11.60322,790.4438,30.80822,64.80988,4.770846,24.20562,824.7968,Bear
2,188,1.201244,200.109,846.5383,831.5231,11.60322,790.4438,30.80822,64.80988,4.770846,24.20562,824.7968,Bear
2,189,1.201244,200.109,846.5383,831.5231,11.60322,790.4438,30.80822,64.80988,4.770846,24.20562,824.7968,Bear
2,190,1.201244,200.109,846.5383,831.5231,11.60322,790.4438,30.80822,64.80988,4.770846,24.20562,824.7968,Bear
2,191,1.201244,200.109,846.5383,831.5231,11.60322,790.4438,30.80822,64.80988,4.770846,24.20562,824.7968,Bear
2,192,1.201244,200.109,846.5383,831.5231,11.60322,790.4438,30.80822,64.80988,4.770846,24.20562,824.7968,Bear
