population,time,deathsByAge,deathsByHunger,deathsByThirst,deathsByHunt,deathsTotal,births,speed,size,hungerDecreaseFactor,thirstDecreaseFactor,staminaDecreaseFactor,staminaIncreaseFactor,gestationDuration,durationBetweenPregnancies,fovRange,growIntoAdultDurationSeconds,expectedAge,averageNumberOfChildren,maxSpeed,minSpeed,maxSize,minSize,species
100,5,0,0,0,0,0,0,0.9885898,1.031211,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
100,10,0,0,0,0,0,0,0.9885898,1.031211,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
100,15,0,0,0,0,0,0,0.9885898,1.031211,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
100,20,0,0,0,0,0,0,0.9885898,1.031211,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
100,25,0,0,0,0,0,0,0.9885898,1.031211,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
100,30,0,0,0,0,0,0,0.9885898,1.031211,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
99,35,1,0,0,0,1,0,0.9862559,1.033049,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
99,40,0,0,0,0,0,0,0.9862559,1.033049,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
99,45,0,0,0,0,0,0,0.9862559,1.033049,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
99,50,0,0,0,0,0,0,0.9862559,1.033049,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
99,55,0,0,0,0,0,0,0.9862559,1.033049,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
122,60,0,0,0,0,0,23,0.9775178,1.021949,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
300,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
300,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
300,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
300,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
300,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
300,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
299,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
299,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
295,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
295,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
291,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
291,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
169,65,0,0,0,0,0,47,0.9931382,1.013858,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
205,70,0,0,0,0,0,36,0.9836298,1.014109,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
206,75,0,0,0,0,0,1,0.9838979,1.014082,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
219,80,0,0,0,0,0,13,0.9771215,1.016591,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
223,85,0,0,0,0,0,4,0.9776047,1.017329,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
224,90,1,0,0,0,1,2,0.9764349,1.020544,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
222,95,2,0,0,0,2,0,0.9753224,1.019531,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
222,100,0,0,0,0,0,0,0.9753224,1.019531,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
222,105,0,0,0,0,0,0,0.9753224,1.019531,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
222,110,0,0,0,0,0,0,0.9753224,1.019531,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
222,115,0,0,0,0,0,0,0.9753224,1.019531,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
226,120,1,0,0,0,1,4,0.9841526,1.018777,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
279,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
278,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
271,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
271,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
254,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
252,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
243,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
242,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
237,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
237,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
234,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
234,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
224,125,1,0,0,0,1,0,0.9841805,1.018909,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
235,130,0,0,0,0,0,11,0.9914931,1.025281,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
241,135,0,1,1,0,1,6,0.9864919,1.025072,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
239,140,0,1,1,0,1,0,0.9855136,1.027162,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
239,145,0,0,1,0,1,0,0.9855136,1.027162,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
244,150,0,0,0,0,0,6,0.9841583,1.022789,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
243,155,3,2,3,0,6,3,0.9804864,1.024721,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
244,160,1,0,0,0,1,4,0.9790416,1.027085,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
248,165,0,0,0,0,0,4,0.9799274,1.02843,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
247,170,1,0,0,0,1,0,0.9809839,1.028513,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
250,175,0,3,2,0,3,6,0.9798463,1.026383,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
251,180,0,3,3,0,3,4,0.976513,1.029411,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
229,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
227,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
210,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
210,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
201,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
201,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
190,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
190,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
181,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
177,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
171,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
170,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
258,185,3,1,3,0,6,11,0.9778089,1.035195,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
260,190,0,0,0,0,0,4,0.9750293,1.037131,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
263,195,0,3,3,0,3,6,0.9766914,1.04217,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
259,200,0,3,2,0,4,0,0.9768091,1.046058,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
282,205,1,1,2,0,3,26,0.9655915,1.052812,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
292,210,2,1,2,0,4,13,0.9586102,1.062396,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
290,215,4,3,5,0,9,5,0.9602647,1.06714,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
288,220,0,3,5,0,6,7,0.9578596,1.070645,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
298,225,0,2,2,0,3,12,0.9530235,1.073916,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
309,230,0,2,2,0,2,13,0.954412,1.079947,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
310,235,0,2,6,0,6,5,0.9516016,1.084162,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
307,240,0,1,3,0,3,2,0.9489387,1.088072,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
179,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
180,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
188,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
190,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
181,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
180,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
171,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
168,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
169,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
172,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
174,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
174,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
305,245,4,0,0,0,4,3,0.94893,1.090191,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
303,250,1,2,3,0,4,1,0.9481025,1.091038,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
311,255,0,3,2,0,3,12,0.9441009,1.093667,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
310,260,0,2,1,0,2,1,0.9432857,1.094917,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
314,265,0,1,2,0,2,6,0.948191,1.094775,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
319,270,1,0,1,0,2,7,0.9486896,1.091727,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
324,275,2,2,3,0,5,10,0.9466845,1.089278,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
340,280,0,2,3,0,3,19,0.9488382,1.08721,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
342,285,1,1,1,0,2,4,0.9475671,1.086801,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
344,290,0,1,2,0,2,4,0.9449998,1.087606,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
343,295,0,0,1,0,1,0,0.9434764,1.087916,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
350,300,4,1,1,0,5,10,0.9402814,1.08773,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
166,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
168,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
171,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
171,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
185,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
189,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
201,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
201,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
206,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
205,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
199,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
195,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
350,305,1,1,3,0,4,5,0.9418251,1.090765,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
344,310,2,5,4,0,7,0,0.9393327,1.093323,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
338,315,3,2,3,0,6,0,0.9377929,1.097148,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
341,320,0,6,4,0,6,10,0.9375947,1.106453,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
345,325,3,5,5,0,11,16,0.9359289,1.10637,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
345,330,0,2,2,0,3,2,0.937999,1.108384,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
345,335,2,5,7,0,10,9,0.9347178,1.11377,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
347,340,0,2,3,0,3,4,0.936383,1.11186,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
351,345,0,0,1,0,1,7,0.9441023,1.11306,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
357,350,2,1,2,0,5,9,0.9489502,1.114926,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
362,355,1,0,0,0,1,8,0.9531838,1.113814,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
359,360,3,2,2,0,5,2,0.9512236,1.115268,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
202,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
201,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
202,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
201,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
195,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
191,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
187,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
186,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
182,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
184,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
187,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
191,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
360,365,4,4,2,0,8,9,0.9463096,1.120889,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
358,370,2,2,2,0,4,0,0.9460341,1.121731,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
368,375,0,0,0,0,0,12,0.9457273,1.118455,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
367,380,1,1,1,0,2,1,0.9467215,1.119292,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
374,385,0,1,2,0,2,9,0.9457228,1.125233,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
391,390,0,0,0,0,0,17,0.9490517,1.132196,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
382,395,4,5,5,0,11,1,0.9493372,1.136085,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
399,400,1,1,1,0,2,20,0.9476711,1.14202,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
399,405,3,1,3,0,6,5,0.9488223,1.146058,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
393,410,3,3,4,0,7,0,0.9494501,1.146472,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
390,415,0,6,5,0,6,4,0.9492835,1.153215,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
388,420,2,0,0,0,2,0,0.9494646,1.152828,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
190,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
193,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
196,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
200,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
219,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
228,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
239,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
244,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
226,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
222,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
213,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
206,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
384,425,6,2,2,0,8,4,0.9470454,1.154413,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
377,430,1,7,5,0,8,0,0.9440647,1.158021,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
368,435,0,9,9,0,10,0,0.9439071,1.163533,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
361,440,1,9,9,0,10,4,0.9419028,1.171204,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
360,445,2,3,1,0,5,5,0.9376385,1.172491,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
354,450,2,5,4,0,7,1,0.9381443,1.174379,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
336,455,11,8,6,0,19,0,0.9347486,1.177603,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
326,460,2,6,5,0,9,0,0.9359174,1.182278,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
320,465,2,2,3,0,5,0,0.9355122,1.184734,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
319,470,2,8,4,0,10,7,0.9348414,1.192772,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
323,475,1,5,6,0,7,11,0.9309413,1.196238,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
321,480,1,6,6,0,7,6,0.9294312,1.199396,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
205,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
199,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
202,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
201,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
200,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
201,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
204,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
206,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
236,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
243,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
255,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
264,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
315,485,4,6,5,0,10,3,0.9283234,1.197913,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
306,490,0,7,3,0,7,0,0.9273049,1.204248,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
310,495,1,3,3,0,4,7,0.9284392,1.204527,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
306,500,0,3,3,0,4,0,0.9280435,1.207738,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
298,505,5,4,2,0,9,0,0.9267384,1.213026,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
296,510,4,6,7,0,12,6,0.9280028,1.212494,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
292,515,1,4,2,0,5,5,0.927312,1.220575,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
283,520,2,6,2,0,8,0,0.9198158,1.223118,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
275,525,3,4,3,0,7,0,0.9221898,1.223816,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
273,530,2,6,3,0,8,5,0.9226929,1.224595,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
267,535,2,5,4,0,7,0,0.9219598,1.227286,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
263,540,1,4,3,0,6,2,0.9182771,1.230086,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
267,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
272,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
274,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
275,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
277,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
277,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
279,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
280,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
266,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
260,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
258,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
254,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
255,545,4,2,2,0,6,0,0.9160986,1.232055,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
247,550,2,7,3,0,10,0,0.9127069,1.237569,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
243,555,2,5,2,0,7,5,0.9102132,1.238668,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
241,560,3,0,0,0,3,0,0.9108387,1.240148,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
241,565,3,3,2,0,6,6,0.9078367,1.235295,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
236,570,5,2,3,0,8,0,0.9047316,1.236595,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
227,575,0,6,5,0,7,0,0.8996645,1.24197,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
222,580,2,2,4,0,6,0,0.901548,1.246439,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
223,585,1,4,4,0,5,7,0.8951048,1.250507,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
218,590,2,4,3,0,6,3,0.8983464,1.248758,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
221,595,2,2,1,0,4,7,0.907804,1.259658,0.5,0.3,3,1,48,39,30,87,525,3,5,0.1,3,0.1,Deer
254,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
251,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
249,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
250,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grass
